Date,Amount,Contractor
996019200.00000000,30839000.0,PGSUS Limited Liability 
996019200.00000000,14704194.0,Presearch 
996019200.00000000,14244286.0,SURVICE Engineering 
996105600.00000000,19724023.0,Litton Systems 
996105600.00000000,10405928.0,National Technologies Associates 
996105600.00000000,9061690.0,General Atomics 
996105600.00000000,6661000.0,McDonnell Douglas 
996105600.00000000,292001.0,Litton Systems 
996192000.00000000,9891000.0,Scientific Research 
996192000.00000000,42345000.0,Manson Construction 
996192000.00000000,30000000.0,Reinhart Food Service (Milwaukee Division)
996192000.00000000,21000000.0,Lockheed Martin 
996451200.00000000,1000000000.0,McDonnell Douglas 
996451200.00000000,484670059.0,McDonnell Douglas Corp
996451200.00000000,13466898.0,BAE Systems Applied Technologies
996451200.00000000,12251186.0,Ingalls Shipbuilding
996451200.00000000,9473150.0,Pave-Tech
996537600.00000000,82444000.0,Lockheed Martin 
996537600.00000000,22017465.0,Computer Sciences 
996537600.00000000,18640235.0,McDonnell Douglas Helicopter 
996537600.00000000,100000.0,Luhr Brothers 
996537600.00000000,49337665.0,McDonnell Douglas 
996537600.00000000,38256000.0,American Society for Engineering Education
996537600.00000000,16746119.0,BAE Systems Applied Technologies
996537600.00000000,6290000.0,Austin 
996537600.00000000,7500000.0,Welch Allyn Protocol*
996624000.00000000,73000000.0,Northrop Grumman 
996624000.00000000,29000000.0,Boeing 
996624000.00000000,65900000.0,Dick Pacific Construction 
996624000.00000000,80000.0,Global Engineering & Construction *
996624000.00000000,54083782.0,Lockheed Martin
996624000.00000000,13242711.0,Boeing 
996624000.00000000,10876049.0,BAE Systems
996710400.00000000,1000000.0,Sverdrup Technology 
996710400.00000000,26437128.0,General Dynamics Land Systems
996710400.00000000,27057242.0,McDonnell Douglas 
996710400.00000000,6745834.0,Raytheon 
996796800.00000000,127000000.0,Keane Federal Systems
996796800.00000000,12558549.0,CWM Service
996796800.00000000,43800000.0,Bell-Boeing Joint Program Office
996796800.00000000,10139157.0,Newport News Shipbuilding 
996796800.00000000,10000000.0,SABTECH Industries 
996796800.00000000,8658226.0,TRW
996796800.00000000,14476184.0,Imperial Sales*
996796800.00000000,9724507.0,Mil-Ray Food 
996796800.00000000,5513825.0,ARC Diversified
996796800.00000000,1799999.0,Clemson University
996796800.00000000,6687700.0,TLT Construction 
996796800.00000000,700000.0,Fabrication Products 
997056000.00000000,3342373.0,Alliant Techsystems 
997056000.00000000,890259.0,KDS Controls 
997056000.00000000,9759000.0,Structural Associates 
997056000.00000000,12558549.0,CORRECTION:  CWM Service
997056000.00000000,10200000.0,Rothenbuhler Engineering
997142400.00000000,30712000.0,Lockheed Martin
997142400.00000000,11202337.0,Raytheon E-Systems
997142400.00000000,13437583.0,ITT Corp
997228800.00000000,73400000.0,Lockheed Martin Tactical Systems
997228800.00000000,20000000.0,Logis-Tech
997228800.00000000,26351732.0,AAI 
997228800.00000000,19000000.0,Insight Technology 
997315200.00000000,33640049.0,Boeing 
997315200.00000000,15633170.0,Titan Systems 
997315200.00000000,12207963.0,Information Network Systems
997315200.00000000,5075072.0,Regents of the University of New Mexico
997315200.00000000,12745600.0,Mascaro Construction 
997315200.00000000,9500000.0,Raytheon 
997315200.00000000,8191626.0,James Cape and Sons 
997315200.00000000,100000.0,Circle 
997401600.00000000,43556697.0,J. A. Jones Management Services
997401600.00000000,22900000.0,General Atomics
997401600.00000000,19319295.0,Lockheed Martin Aeronautics 
997401600.00000000,6099495.0,Lockheed Martin Aeronautics 
997401600.00000000,19333200.0,Canyon Electric 
997660800.00000000,100000000.0,Adesta Communications 
997660800.00000000,77382728.0,ITT Industries 
997747200.00000000,881280.0,Technology Ventures 
997747200.00000000,50145755.0,TREVIICOS/RODIO
997747200.00000000,5808960.0,United Technologies 
997833600.00000000,1370881.0,New Mexico State University
997833600.00000000,19416796.0,General Dynamics Government Systems 
997833600.00000000,37627569.0,Raytheon Missile Systems
997833600.00000000,25000000.0,Polatomic 
997833600.00000000,12946897.0,Raytheon Missile Systems
997833600.00000000,16800000.0,Symetrics Industries
997833600.00000000,13500000.0,G.E. Medical Systems
997920000.00000000,149200000.0,Lockheed Martin Systems Integration
997920000.00000000,9982110.0,Unidyne 
997920000.00000000,11000000.0,Lockheed Martin 
997920000.00000000,9483232.0,Washington Demilitarization 
997920000.00000000,21608.0,Wolverine World Wide
997920000.00000000,20549.0,Belleville Shoe Manufacturing 
997920000.00000000,2834460.0,Norfolk Dredging 
997920000.00000000,20000000.0,Marconi
997920000.00000000,20000000.0,Toshiba America Medical System
997920000.00000000,20000000.0,Siemens Medical System
997920000.00000000,20000000.0,Philips
997920000.00000000,20000000.0,General Electric
997920000.00000000,20000000.0,Lunar
997920000.00000000,17029681.0,BAE Systems Information and Electronic Systems Integration 
997920000.00000000,6549040.0,BAE Systems Technical Services
998006400.00000000,291005074.0,Applied Research Laboratories
998006400.00000000,5337030.0,Sippican 
998006400.00000000,287800000.0,Harris 
998006400.00000000,6287821.0,MTS Systems 
998006400.00000000,5863841.0,Canyon Electric 
998006400.00000000,1000000.0,Natco LP
998006400.00000000,25000000.0,Kaiser Electronics
998006400.00000000,9048310.0,Orbital Sciences 
998006400.00000000,5166792.0,L-3 Communications
998006400.00000000,13000000.0,MDV/NASH Finch
998006400.00000000,9267600.0,Sysco Food Services of Seattle
998265600.00000000,843173862.0,Lockheed Martin Missiles and Fire Control
998265600.00000000,20868362.0,Raytheon Electronic Systems
998265600.00000000,19500000.0,Northrop Grumman 
998265600.00000000,16494994.0,Stewart Warner Electronics
998265600.00000000,5050000.0,Honeywell 
998265600.00000000,1500000.0,Great Lakes Dredge and Dock 
998265600.00000000,100000.0,B. West Construction 
998265600.00000000,278800000.0,Harris 
998352000.00000000,18340000.0,General Dynamics 
998352000.00000000,6543000.0,Coastal Design and Construction 
998352000.00000000,13722978.0,Computer Sciences 
998352000.00000000,8745173.0,General Construction 
998352000.00000000,7600000.0,Science and Technology International 
998352000.00000000,6084700.0,Mid Eastern Builders 
998438400.00000000,251793709.0,Lockheed Martin Mission Systems
998438400.00000000,1117218.0,Raytheon 
998524800.00000000,49750000.0,CPU Technology 
998524800.00000000,25000000.0,Optics 1 
998524800.00000000,9097000.0,Barclay White/Coakley Williams Construction (a joint venture)
998524800.00000000,7086600.0,Charles Stark Draper Laboratory
998524800.00000000,32240568.0,Washington Gas Energy Services
998524800.00000000,3996456.0,Charleston Marine Container 
998611200.00000000,7400000000.0,Science Applications International 
998611200.00000000,22473437.0,Raytheon 
998611200.00000000,5683935.0,Lockheed Martin Aeronautics 
998611200.00000000,10000000.0,Northrop Grumman 
998611200.00000000,5745136.0,Kvaas Construction 
998611200.00000000,5692687.0,Delta Airlines 
998611200.00000000,857356.0,American National Red Cross
998611200.00000000,6849142.0,Chamberlain Manufacturing 
998611200.00000000,5839878.0,Gulf Group 
998870400.00000000,25950520.0,Raytheon Systems 
998870400.00000000,9735937.0,DynCorp Technical Service
998870400.00000000,5746206.0,Phoenix Management Incorporated
998870400.00000000,7986600.0,BAE Systems
998870400.00000000,6072948.0,Kilgore Flares 
998870400.00000000,31250000.0,EA Engineering
998870400.00000000,10529322.0,Ace Engineering 
998870400.00000000,15772855.0,contract announcement of Aug. 17
998956800.00000000,100000000.0,Engineering-Environmental Management Incorporated
998956800.00000000,7000000.0,Time Warner Telecom
998956800.00000000,10948970.0,S. B. Ballard Construction 
998956800.00000000,6734000.0,Talley Defense Systems
999043200.00000000,200000000.0,TYBRIN 
999043200.00000000,11774500.0,McDonnell Douglas Training Systems
999043200.00000000,7175000.0,BAE Systems
999043200.00000000,50822204.0,General Dynamics Land Systems 
999043200.00000000,5218000.0,Science Applications International 
999043200.00000000,32021076.0,Universal Construction 
999043200.00000000,10361038.0,Medlin Construction Group Ltd.*
999043200.00000000,10196910.0,S. B. Ballard Construction 
999043200.00000000,7978340.0,BKM Architects*
999043200.00000000,12163000.0,Coakley & Williams Construction 
999043200.00000000,7336571.0,Titan Systems 
999129600.00000000,212592899.0,Raytheon 
999129600.00000000,18097000.0,Coakley & Williams Construction 
999129600.00000000,7485000.0,Coffman Specialties 
999129600.00000000,5384265.0,Raytheon 
999129600.00000000,5186352.0,McDonnell Douglas 
999129600.00000000,25367771.0,Lockheed Martin 
999129600.00000000,19996297.0,Northrop Grumman 
999129600.00000000,64900000.0,A cost-plus-award-fee contract with Computer Sciences Raytheon
999129600.00000000,1235934.0,Lockheed Martin 
999129600.00000000,14802873.0,Specialty Defense Systems*
999129600.00000000,11631665.0,Head 
999129600.00000000,14052000.0,David Boland 
999129600.00000000,13648460.0,R. C. Construction
999129600.00000000,11757975.0,General Dynamics Ordnance Systems
999129600.00000000,9837985.0,Parsons Brinckerhoff/NAMMO DEMIL 
999129600.00000000,1000000.0,Natco Limited Partnership
999129600.00000000,11535489.0,United Procurement
999216000.00000000,23682559.0,Raytheon Support Services 
999216000.00000000,14739630.0,Lockheed Martin Services 
999216000.00000000,11495000.0,Chianelli Building 
999216000.00000000,11041670.0,SatoTravel
999216000.00000000,5416096.0,Booz-Allen & Hamilton 
999216000.00000000,11124760.0,International Transportation and Equipment Protection Services Limited*
999216000.00000000,7036103.0,Tiger Natural Gas 
999216000.00000000,6004000.0,SpawGlass Contractors 
999216000.00000000,5899671.0,West Coast Contractors of Nevada*
999216000.00000000,5077000.0,Harkins Builders 
999561600.00000000,20000.0,Elliott Lewis 
999561600.00000000,20000.0,Day & Zimmerman Services
999561600.00000000,20000.0,DynCorp Technical Services 
999561600.00000000,20000.0,Universe Technologies 
999561600.00000000,6000000.0,Pocono Produce 
999561600.00000000,44126700.0,Sverdrup Technology 
999561600.00000000,36094318.0,Parker Hannifin Customer Support 
999561600.00000000,10700000.0,Lockheed Martin 
999561600.00000000,6494005.0,Boeing Aerospace Operations 
999561600.00000000,25733000.0,Volmar Construction 
999561600.00000000,11794000.0,Harry Pepper & Associates 
999561600.00000000,8730000.0,Volmar Construction 
999561600.00000000,8000000.0,Environmental Chemical 
999561600.00000000,6688493.0,ACC-Shinco*
999561600.00000000,100000.0,Bergerson Construction 
999648000.00000000,198000027.0,SEAVIN
999648000.00000000,35331061.0,Bionetics 
999648000.00000000,388886.0,Camel Manufacturing 
999648000.00000000,20000.0,University of Southern Mississippi
999648000.00000000,2000000.0,EarthWatch 
999648000.00000000,1000000.0,Manson Construction 
999648000.00000000,7965953.0,ECI Construction 
999648000.00000000,300000.0,Midwest Foundation 
999734400.00000000,150000000.0,Booz Allen & Hamilton
999734400.00000000,27290703.0,ARCTEC Alaska
999734400.00000000,15750000.0,Advanced Research 
999734400.00000000,11178404.0,General Atomics Aeronautical Systems 
999734400.00000000,147478205.0,ARINC
999734400.00000000,4157773.0,Raytheon Technical Services 
999734400.00000000,1332000.0,O'Gara-Hess & Eisenhardt Armoring 
999734400.00000000,12982208.0,Carothers Construction 
999734400.00000000,12006498.0,Norfolk Shipbuilding and Drydock 
999734400.00000000,8000000.0,CDM Federal Programs 
999820800.00000000,5000000000.0,Parsons Delaware 
999820800.00000000,35000000.0,Dewey Electronics 
999820800.00000000,3698959.0,Raytheon Technical Services 
999820800.00000000,100000.0,Sentinel Contractors Joint Venture*
999820800.00000000,14326613.0,Albuquerque Underground 
999820800.00000000,32479477.0,Bionetics 
999820800.00000000,17828321.0,TRW 
999820800.00000000,11054278.0,PRI/DJI*
999820800.00000000,9243000.0,General Dynamics Armament Systems
999820800.00000000,8948177.0,MTS Technologies 
999820800.00000000,7720000.0,Volmar Construction 
999820800.00000000,5673048.0,BAE Systems Applied Technologies 
999820800.00000000,7131057.0,Yukon Fuel 
999820800.00000000,7000000.0,SYSCO Food Service of San Francisco 
1000080000.00000000,21191302.0,Bulova Technologies 
1000080000.00000000,25022000.0,Cox Commercial LP
1000080000.00000000,25400000.0,Lockheed Martin Space Systems 
1000080000.00000000,19698968.0,Atkins Benham Constructors 
1000080000.00000000,25000000.0,IT 
1000080000.00000000,11166667.0,AeroAstro 
1000080000.00000000,10000000.0,Air Force is modifying a $10
1000080000.00000000,5932912.0,Lockheed Martin Services 
1000252800.00000000,30000000.0,GEMS Information Technology
1000252800.00000000,18900000.0,SYSCO Louisville
1000252800.00000000,18812056.0,Petro Star Valdez 
1000252800.00000000,8800826.0,IGI Resources 
1000252800.00000000,6000000.0,Pocono Produce 
1000252800.00000000,11871232.0,Bell-Boeing
1000252800.00000000,9034796.0,Science Applications International 
1000252800.00000000,8405862.0,Bens Asphalt 
1000339200.00000000,7400000000.0,Support Systems Associates 
1000339200.00000000,810680500.0,Parker Hannifin Customer Support 
1000339200.00000000,10633384.0,Chugack Eareckson Support Services (CESS)
1000339200.00000000,8532380.0,TrendTec
1000425600.00000000,32168000.0,Boeing Aerospace Operations 
1000425600.00000000,29594776.0,Pratt & Whitney Military Engines
1000425600.00000000,26561258.0,DynCorp Technical Services
1000425600.00000000,11552941.0,Rockwell Collins Inc
1000425600.00000000,10634556.0,AAI Engineering Support
1000425600.00000000,10030276.0,Phoenix Management 
1000425600.00000000,7100000.0,Boeing 
1000425600.00000000,6755545.0,ARCTEC Range Technical Services
1000684800.00000000,359474495.0,North American Airlines Contractor Team
1000684800.00000000,182449534.0,Federal Express Charter Program Teaming Arrangement
1000684800.00000000,76149835.0,Air Transport International
1000684800.00000000,56398357.0,Dyncorp Technical Services 
1000684800.00000000,50221397.0,McDonnell Douglas 
1000684800.00000000,20239052.0,Miami Air International 
1000684800.00000000,15339971.0,Lynden Air Cargo
1000684800.00000000,11391355.0,Arrow Air 
1000684800.00000000,7999999.0,Gilford 
1000771200.00000000,121830878.0,Navajo Refining 
1000771200.00000000,94779761.0,Paramount Petroleum 
1000771200.00000000,88606265.0,Tesoro Hawaii 
1000771200.00000000,82942470.0,Equilon Enterprise 
1000771200.00000000,71754770.0,Amoco Oil 
1000771200.00000000,50230539.0,U.S. Oil and Refining 
1000771200.00000000,49996725.0,Gary-Williams Energy 
1000771200.00000000,41166799.0,Valero Marketing and Supply 
1000771200.00000000,39693144.0,Petro Star Valdez Refinery*
1000771200.00000000,38671064.0,Air BP
1000771200.00000000,30065680.0,Amoco Oil 
1000771200.00000000,27578149.0,Refinery Holding 
1000771200.00000000,26105427.0,Crowley Marine Services 
1000771200.00000000,25129139.0,Williams Alaska Petroleum
1000771200.00000000,24259191.0,Amoco Oil 
1000771200.00000000,145000000.0,Hensel Phelps Construction 
1000771200.00000000,25000000.0,AMEC Construction Management
1000771200.00000000,389516464.0,General Dynamics Communications Systems
1000771200.00000000,774834.0,SFA 
1000771200.00000000,23800000.0,Caddell Construction 
1000771200.00000000,20926000.0,Manhattan Construction 
1000771200.00000000,12840831.0,Bruker Daltonics 
1000771200.00000000,2190595.0,Raytheon Information Systems 
1000771200.00000000,1750000.0,KCE Structural Engineers*
1000771200.00000000,7999999.0,Gilford 
1000771200.00000000,7565503.0,W. L. Hailey & 
1000771200.00000000,6934000.0,Swinerton Builders
1000771200.00000000,6282000.0,K. L. House Construction 
1000771200.00000000,5172920.0,BCI Construction 
1000771200.00000000,548678.0,IT 
1000771200.00000000,7242605.0,SKE Support Services
1000857600.00000000,7400000000.0,Lockheed Martin Integrate Systems 
1000857600.00000000,818371400.0,Lockheed Martin 
1000857600.00000000,222176688.0,United Technologies 
1000857600.00000000,139055407.0,TRW ICBM Systems
1000857600.00000000,43644600.0,Lockheed Martin 
1000857600.00000000,34998223.0,ITT Systems
1000857600.00000000,28674000.0,Coakley Williams Construction 
1000857600.00000000,26504545.0,Lockheed Martin Services 
1000857600.00000000,24042023.0,Bechtel Plant Machinery 
1000857600.00000000,19577312.0,Bell-Boeing Joint Program Office
1000857600.00000000,19194286.0,Bechtel Plant Machinery 
1000857600.00000000,12204255.0,Corrosion Engineering Services
1000857600.00000000,11893179.0,Veridian Engineering 
1000857600.00000000,11542714.0,TRW 
1000857600.00000000,11377886.0,Corrpro Companies 
1000857600.00000000,9325000.0,General Electric Aircraft Engines
1000857600.00000000,7938046.0,Bell-Boeing Joint Program Office
1000857600.00000000,7593152.0,Ki 
1000857600.00000000,6010527.0,Mantech Systems Engineering 
1000857600.00000000,5667023.0,Military Construction 
1000857600.00000000,5219535.0,SARNOFF 
1000857600.00000000,5145000.0,Atlas Resource Management 
1000857600.00000000,18573065.0,Petro Star 
1000857600.00000000,16520800.0,Williams Alaska Petroleum
1000857600.00000000,16280460.0,Chevron Products 
1000857600.00000000,1220000.0,Merchants 
1000857600.00000000,8273506.0,Patriot Petroleum 
1000857600.00000000,8016773.0,OGE Energy Resources
1000857600.00000000,5104500.0,Delaware Storage and Pipe Line 
1000944000.00000000,598000000.0,Montgomery Watson America's 
1000944000.00000000,38300619.0,Datron 
1000944000.00000000,10334215.0,Hunt Building 
1000944000.00000000,1625000.0,RTKL Associates 
1000944000.00000000,20788999.0,Datron 
1000944000.00000000,17146599.0,General Dynamics Land Systems 
1000944000.00000000,963632.0,Boeing 
1000944000.00000000,11490000.0,Frank Messer & Sons Construction 
1000944000.00000000,7693000.0,TSI 
1000944000.00000000,7229141.0,Techni-Core Engineering 
1000944000.00000000,500000.0,Syska and Hennesey
1000944000.00000000,500000.0,VIKA Ltd.*
1000944000.00000000,5291623.0,Wade Perrow Construction 
1000944000.00000000,5180924.0,Advance Construction Services 
1000944000.00000000,27386100.0,Hermes Consolidated 
1000944000.00000000,19453627.0,McDonnell Douglas 
1000944000.00000000,8839292.0,Actus 
1000944000.00000000,6300000.0,Comptek Amherst Systems 
1000944000.00000000,5500000.0,Northrop Grumman 
1000944000.00000000,17467000.0,BAE Systems
1000944000.00000000,9936819.0,McDonnell Douglas 
1000944000.00000000,8570288.0,Lockheed Martin Aeronautics 
1000944000.00000000,6189131.0,Boeing Military Aircraft and Missile Systems Group
1000944000.00000000,5986363.0,Siemens Dematic
1001030400.00000000,257906020.0,Arco Products 
1001030400.00000000,142275124.0,Valero Refining 
1001030400.00000000,112248691.0,Exxon Mobile Fuels Marketing 
1001030400.00000000,87289618.0,Conoco
1001030400.00000000,32000000.0,U.S. Foods International 
1001030400.00000000,31783333.0,Sinclair Oil 
1001030400.00000000,15652572.0,Phillips Petroleum 
1001030400.00000000,8813126.0,Wolverine World Wide
1001030400.00000000,5329013.0,Belleville Shoe Manufacturing 
1001030400.00000000,18900000.0,Beneco-Picerne (a joint venture) Sandy
1001030400.00000000,18724000.0,Bell-Boeing Joint Program Office
1001030400.00000000,7500000.0,Cryptek Secure Communications
1001030400.00000000,6083724.0,Raytheon 
1001030400.00000000,5696514.0,Whiting-Turner Contracting 
1001030400.00000000,23826090.0,J. D. Abrams
1001030400.00000000,13599000.0,Rush Construction 
1001030400.00000000,10192305.0,R. L. Turner Construction
1001030400.00000000,5569200.0,Amigo Building 
1001030400.00000000,1000.0,Everglades Partners Joint Venture
1001030400.00000000,76666.0,Great Lakes Dredge & Dock 
1001030400.00000000,13161036.0,Lockheed Martin 
1001030400.00000000,12998564.0,ALPHATECH 
1001030400.00000000,12268671.0,Lockheed Martin Mission Systems
1001030400.00000000,11575000.0,Medlin Construction Group
1001030400.00000000,9970000.0,ARINC
1001030400.00000000,7707532.0,Lockheed Martin 
1001030400.00000000,5007800.0,Litton Systems 
1001376000.00000000,7400000000.0,Technical and Management Services 
1001376000.00000000,14495614.0,Northrop Grumman Corp
1001376000.00000000,7861620.0,BAE Systems
1001376000.00000000,7080000.0,Mississippi Department of Rehabilitation
1001376000.00000000,6538831.0,ITT Industries
1001376000.00000000,5884819.0,Boeing 
1001376000.00000000,117700000.0,Bell-Boeing Joint Program Office
1001376000.00000000,18919000.0,Dick Pacific Construction 
1001376000.00000000,13366164.0,Welch and Howell Drilling 
1001376000.00000000,5454880.0,Raytheon 
1001376000.00000000,2790388.0,BAE Systems Aircraft Controls
1001376000.00000000,9750000.0,Motorola Integrated Information Systems Group
1001376000.00000000,32247750.0,Derlan Precision Gear 
1001376000.00000000,500000.0,Orbital Sciences 
1001376000.00000000,500000.0,TRW 
1001376000.00000000,14500000.0,Raytheon 
1001376000.00000000,7141274.0,Boeing Military Aircraft & Missile Systems Group
1001376000.00000000,11172300.0,Sauer 
1001376000.00000000,9203681.0,Shell Energy Services 
1001376000.00000000,7400000000.0,Modern Technologies 
1001376000.00000000,42196547.0,TRW 
1001376000.00000000,12349619.0,Flight Safety Service 
1001376000.00000000,10652565.0,Northrop Grumman 
1001376000.00000000,8500000.0,Charles Stark Draper Lab
1001376000.00000000,5696079.0,BAE Systems
1001376000.00000000,30000000.0,Beneco Enterprises
1001376000.00000000,27235427.0,Litton Marine Systems 
1001376000.00000000,12866600.0,General Dynamics Electronic Systems
1001376000.00000000,12429786.0,Forward Pass Consortium
1001376000.00000000,10894995.0,Ingalls Shipbuilding 
1001376000.00000000,10527479.0,Booz-Allen and Hamilton 
1001376000.00000000,9917559.0,Lockheed Martin Information Systems
1001376000.00000000,9566028.0,General Dynamics Electronic Systems
1001376000.00000000,8766859.0,Booz-Allen and Hamilton 
1001376000.00000000,7490040.0,Science Applications International 
1001376000.00000000,7360473.0,Logicon 
1001376000.00000000,7356900.0,Northrop Grumman Systems 
1001376000.00000000,7081234.0,Veridian Information Solutions
1001376000.00000000,6546753.0,Professional Software Engineering 
1001376000.00000000,5000000.0,Lockheed Martin Aeronautics 
1001376000.00000000,5000000.0,Boeing 
1001376000.00000000,10681874.0,ILC Manufactured Products Division
1001376000.00000000,500000.0,General Dynamics Land Systems
1001376000.00000000,7799581.0,McMaster Construction 
1001376000.00000000,16846000.0,Dan's Excavating 
1001376000.00000000,9048566.0,American Mechanical 
1001376000.00000000,8435500.0,J. Kokolakis Contracting 
1001376000.00000000,6640000.0,General Motors Military Vehicles
1001376000.00000000,6139754.0,General Dynamics Government Systems 
1001376000.00000000,5808741.0,Engineered Air Systems 
1001462400.00000000,105000000.0,MCII Electric*
1001462400.00000000,55000000.0,Choctaw Manufacturing and Development 
1001462400.00000000,259445.0,Boeing Military Aircraft and Missile Systems Group - Helicopter Division
1001462400.00000000,4255000.0,Honeywell
1001462400.00000000,17354938.0,Barr Laboratories 
1001462400.00000000,5097750.0,Boeing 
1001462400.00000000,16433865.0,American Ordnance 
1001462400.00000000,11936961.0,SkyHook Technologies 
1001462400.00000000,8929000.0,Templeton Construction 
1001462400.00000000,9125000.0,Volmar Construction 
1001462400.00000000,9109950.0,J. Kokolakis Contracting 
1001462400.00000000,7193937.0,Honeywell 
1001462400.00000000,5460005.0,Raytheon 
1001462400.00000000,3000000.0,Smock Fansler 
1001462400.00000000,36189229.0,Exxon Mobil Fuels Marketing 
1001462400.00000000,9887718.0,Bayer 
1001462400.00000000,7383199.0,Eagle Aviation
1001462400.00000000,5723089.0,TW Metals 
1001462400.00000000,30000000.0,Gibbs Construction
1001462400.00000000,16814404.0,Lockheed Martin 
1001462400.00000000,16474562.0,BAE Systems Applied Technologies
1001462400.00000000,9999345.0,X-COM 
1001462400.00000000,5810128.0,BAE Systems Applied Technologies
1001462400.00000000,7982000.0,Lockheed Martin 
1001548800.00000000,7400000000.0,Boeing 
1001548800.00000000,49093443.0,Logicon/Sterling Federal
1001548800.00000000,46226274.0,Lockheed Martin 
1001548800.00000000,34166614.0,Boeing Aerospace Operations 
1001548800.00000000,22084000.0,Lockheed Martin 
1001548800.00000000,17690663.0,TRW Intercontinental Ballistic Missile Systems
1001548800.00000000,11825839.0,Lockheed Martin 
1001548800.00000000,7754563.0,Raytheon 
1001548800.00000000,6921582.0,Lockheed Martin Aeronautics 
1001548800.00000000,5886462.0,McDonnell Douglas 
1001548800.00000000,5680000.0,Northrop Grumman 
1001548800.00000000,3273648.0,Veridian Systems
1001548800.00000000,665211918.0,United Defense LP
1001548800.00000000,20425594.0,Marion Composites
1001548800.00000000,28000000.0,Xetron 
1001548800.00000000,21851900.0,General Dynamics Land Systems 
1001548800.00000000,8920850.0,Raytheon Command
1001548800.00000000,6272068.0,McMaster Construction 
1001548800.00000000,5585334.0,ETG 
1001548800.00000000,250000.0,C. J. Mahan Construction 
1001548800.00000000,100000.0,Massman Construction 
1001548800.00000000,250000.0,C.J. Mahan Construction 
1001548800.00000000,310000.0,Rio Construction 
1001548800.00000000,200000000.0,Whitesell-Green/W. G. Yates & Sons
1001548800.00000000,52328353.0,Raytheon Technical Services 
1001548800.00000000,39028526.0,Science and Technology Research 
1001548800.00000000,31050242.0,DG21
1001548800.00000000,29000000.0,AAI 
1001548800.00000000,22113862.0,Dell Marketing L.P.
1001548800.00000000,20375867.0,J.F. Taylor 
1001548800.00000000,16797090.0,AverStar 
1001548800.00000000,12689586.0,Planning Consultants 
1001548800.00000000,11954025.0,RBC 
1001548800.00000000,10996965.0,Dell Marketing L.P.
1001548800.00000000,10204995.0,Lockheed Martin Aeronautics 
1001548800.00000000,10000000.0,M/A-COM Private Radio Systems
1001548800.00000000,9099022.0,Eagle Systems 
1001548800.00000000,8548200.0,Rockwell Collins Government Systems 
1001548800.00000000,7357700.0,Hunt Building 
1001548800.00000000,6850141.0,Synetics 
1001548800.00000000,6371288.0,Georgia Tech Applied Research 
1001548800.00000000,6200061.0,Honeywell Technologies Solutions 
1001548800.00000000,5285621.0,McDonnell Douglas
1001548800.00000000,13236157.0,River City Petroleum 
1001548800.00000000,8542735.0,Horkley's Oil 
1001635200.00000000,1000000000.0,Booz-Allen and Hamilton 
1001635200.00000000,28317496.0,Lear Siegler Services 
1001635200.00000000,150000000.0,Science Applications International 
1001635200.00000000,75000000.0,Litton Systems
1001635200.00000000,46231204.0,TRW 
1001635200.00000000,27529600.0,Emerson Construction 
1001635200.00000000,14447067.0,Caterpillar 
1001635200.00000000,23688968.0,URS 
1001635200.00000000,22603450.0,Osborne Construction 
1001635200.00000000,17075239.0,Lend Lease Actus
1001635200.00000000,14915000.0,Purcell Construction 
1001635200.00000000,14606225.0,John T. Callahan and Sons 
1001635200.00000000,13569394.0,Miller USA 
1001635200.00000000,12340804.0,Bristol Environmental & Engineering Services 
1001635200.00000000,10272000.0,M.E.S. 
1001635200.00000000,9292368.0,Condor Systems*
1001635200.00000000,9604320.0,Hellfire Systems 
1001635200.00000000,7799256.0,American Ordnance 
1001635200.00000000,7398000.0,CYS Management Services/Wolverine Supply
1001635200.00000000,6376000.0,Neagley & Chase Construction 
1001635200.00000000,5783000.0,Schauer Construction 
1001635200.00000000,5580810.0,Washington Demilitarization 
1001635200.00000000,200000.0,Weeks Marine 
1001635200.00000000,7268996.0,Mack 
1001635200.00000000,501658139.0,McDonnell Douglas 
1001635200.00000000,182940880.0,Lockheed Martin Aeronautics 
1001635200.00000000,156625420.0,McDonnell Douglas 
1001635200.00000000,66462990.0,Northrop Grumman Systems 
1001635200.00000000,64674000.0,Boeing Aerospace Operations 
1001635200.00000000,49220320.0,Aerojet General 
1001635200.00000000,42196547.0,TRW 
1001635200.00000000,40000000.0,Honeywell Technology Solutions
1001635200.00000000,31284846.0,Raytheon 
1001635200.00000000,23500000.0,McDonnell Douglas 
1001635200.00000000,20000000.0,Raytheon Systems 
1001635200.00000000,18495236.0,BAE Systems
1001635200.00000000,15448851.0,Rockwell Collins 
1001635200.00000000,13579487.0,McDonnell Douglas 
1001635200.00000000,12034678.0,American Spaceframe Fabricators
1001635200.00000000,11612500.0,Lockheed Martin 
1001635200.00000000,10246755.0,ARINC 
1001635200.00000000,9937500.0,Ball Aerospace and Technologies 
1001635200.00000000,9900000.0,ITT Industries 
1001635200.00000000,9599205.0,Boeing 
1001635200.00000000,9300546.0,Boeing 
1001635200.00000000,6527625.0,Electro-Methods 
1001635200.00000000,6347693.0,General Electric Aircraft Engines
1001635200.00000000,6048087.0,BAE Systems
1001635200.00000000,5508753.0,Boeing 
1001635200.00000000,5484608.0,Thiokol Propulsion
1001635200.00000000,5121487.0,Boeing 
1001635200.00000000,122288142.0,McDonnell Douglas 
